merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0481,Mad Boutique 25,بوتيك المدينة 25,shopping,True,"[""MAD BOUTIQUE 25"", ""MADBOUTIQUE25"", ""MAD_BOUTIQUE_25"", ""MB2""]",150.47,90.28,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0482,Namshi,نمشي,shopping,True,"[""NAMSHI""]",570.81,342.49,none,,"[""TABUK""]"
M0483,Ryd Store,متجر الرياض,shopping,True,"[""RS"", ""RYD STORE"", ""RYDSTORE"", ""RYD_STORE""]",615.59,369.35,none,,"[""DMM"", ""KHOBAR"", ""RYD""]"
M0484,Jed Clinic,عيادة جدة,health,False,"[""JC"", ""JED CLINIC"", ""JEDCLINIC"", ""JED_CLINIC""]",292.54,146.27,none,,"[""RYD""]"
M0485,Qassim Fuel Station,محطة وقود القصيم,transport,True,"[""QASSIM FUEL STATION"", ""QASSIMFUELSTATION"", ""QASSIM_FUEL_STATION"", ""QFS""]",52.42,23.59,none,,"[""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0486,Mad Utility Co,مرافق المدينة,bills,True,"[""MAD UTILITY CO"", ""MADUTILITYCO"", ""MAD_UTILITY_CO"", ""MUC""]",391.52,137.03,monthly,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0487,Njran Gas Station 63,محطة بنزين نجران 63,transport,True,"[""NGS6"", ""NJRAN GAS STATION 63"", ""NJRANGASSTATION63"", ""NJRAN_GAS_STATION_63""]",203.27,91.47,none,,"[""MAK""]"
M0488,Marafiq,مرافق,bills,True,"[""MARAFIQ"", ""SP*MARAFIQ""]",319.14,111.7,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0489,Hail Store,محل بقالة حائل,groceries,False,"[""HAIL STORE"", ""HAILSTORE"", ""HAIL_STORE"", ""HS""]",167.88,83.94,none,,"[""DMM"", ""KHOBAR"", ""QASSIM""]"
M0490,Hail Cinema 63,سينما حائل 63,entertainment,True,"[""HAIL CINEMA 63"", ""HAILCINEMA63"", ""HAIL_CINEMA_63"", ""HC6""]",89.24,26.77,none,,"[""HAIL"", ""JIZAN""]"
M0491,Yanbu Boutique,بوتيك ينبع,shopping,False,"[""YANBU BOUTIQUE"", ""YANBUBOUTIQUE"", ""YANBU_BOUTIQUE"", ""YB""]",323.93,194.36,none,,"[""JED""]"
M0492,Jizan Outlet 46,آوتلت جازان 46,shopping,False,"[""JIZAN OUTLET 46"", ""JIZANOUTLET46"", ""JIZAN_OUTLET_46"", ""JO4"", ""SP*JIZANOUT""]",261.28,156.77,none,,"[""HAIL"", ""JED""]"
M0493,Absher,أبشر,government,True,"[""ABSHER"", ""MOI-ABSHER""]",60,40,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0494,Khobar Pharmacy,صيدلية الخبر,health,False,"[""KHOBAR PHARMACY"", ""KHOBARPHARMACY"", ""KHOBAR_PHARMACY"", ""KP""]",145.49,72.75,none,,"[""RYD""]"
M0495,Khobar Grill 81,مشوي الخبر 81,food,True,"[""KG8"", ""KHOBAR GRILL 81"", ""KHOBARGRILL81"", ""KHOBAR_GRILL_81""]",66.72,26.69,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0496,Abha Bistro,بيسترو أبها,food,True,"[""AB"", ""ABHA BISTRO"", ""ABHABISTRO"", ""ABHA_BISTRO""]",56.39,22.56,none,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0497,Mak Mall 38,مول مكة 38,shopping,True,"[""MAK MALL 38"", ""MAKMALL38"", ""MAK_MALL_38"", ""MM3""]",352.69,211.61,none,,"[""JED"", ""QASSIM"", ""TABUK""]"
M0498,Tif Medical Center 89,مركز طبي الطائف 89,health,True,"[""TIF MEDICAL CENTER 89"", ""TIFMEDICALCENTER89"", ""TIF_MEDICAL_CENTER_89"", ""TMC8""]",229.43,114.72,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0499,Hail Bistro,بيسترو حائل,food,True,"[""HAIL BISTRO"", ""HAILBISTRO"", ""HAIL_BISTRO"", ""HB""]",77.75,31.1,none,,"[""DMM"", ""JIZAN"", ""MAK""]"
M0500,Hail Travel Agency,وكالة سفريات حائل,travel,False,"[""HAIL TRAVEL AGENCY"", ""HAILTRAVELAGENCY"", ""HAIL_TRAVEL_AGENCY"", ""HTA""]",974.94,487.47,none,,"[""TIF""]"
